Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
PER2	ENST00000254658.3	period circadian clock 2 	106	1	0	0	1	1	0	0	1	2	hsa-miR-128-3p	0.0123	0.0881	0.5498	-0.04	-0.04	< 0.1	NULL
LOX	ENST00000231004.4	lysyl oxidase 	3441	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0054	0.0385	0.2398	-0.04	-0.10	0.72	2011
NEK6	ENST00000373603.1	NIMA-related kinase 6 	3449	1	0	0	1	1	1	0	0	0	hsa-miR-128-3p	0.0022	0.0160	0.0946	-0.04	-0.32	0.77	2007, 2009, 2011
ARMC8	ENST00000469044.1	armadillo repeat containing 8 	398	1	1	0	0	1	0	0	1	0	hsa-miR-128-3p	0.0108	0.0632	0.2271	-0.04	-0.29	0.64	2005, 2007, 2009, 2011
BAHD1	ENST00000416165.1	bromo adjacent homology domain containing 1 	76	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0246	0.1608	0.6667	-0.04	-0.04	0.69	2005, 2007, 2009, 2011
PRCP	ENST00000313010.3	prolylcarboxypeptidase (angiotensinase C) 	148	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0057	0.0414	0.2641	-0.04	-0.07	0.22	NULL
MARCH5	ENST00000358935.2	membrane-associated ring finger (C3HC4) 5 	881	1	0	0	1	1	0	1	0	2	hsa-miR-128-3p	0.0036	0.0258	0.1696	-0.04	-0.24	0.51	2009, 2011
MED12L	ENST00000474524.1	mediator complex subunit 12-like 	30	2	1	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0218	0.1441	0.6618	-0.04	-0.11	0.94	2011
RPL36A-HNRNPH2	ENST00000409170.3	RPL36A-HNRNPH2 readthrough 	85	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0014	0.0105	0.0725	-0.04	-0.04	< 0.1	NULL
PHF15	ENST00000402835.1	PHD finger protein 15 	387	1	1	0	0	1	0	0	1	1	hsa-miR-128-3p	0.0136	0.0969	0.5758	-0.04	-0.06	0.34	2009, 2011
NCOA1	ENST00000405141.1	nuclear receptor coactivator 1 	200	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0075	0.0543	0.3526	-0.04	-0.08	0.51	2005, 2007, 2009, 2011
SPTLC2	ENST00000216484.2	serine palmitoyltransferase, long chain base subunit 2 	95	1	0	0	1	1	0	0	1	2	hsa-miR-128-3p	0.0054	0.0386	0.2291	-0.04	-0.15	0.81	2011
DRP2	ENST00000402866.1	dystrophin related protein 2 	5	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	0.0103	0.0742	0.4665	-0.04	-0.04	0.23	2009, 2011
FRMD4A	ENST00000358621.4	FERM domain containing 4A 	192	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0096	0.0678	0.3815	-0.04	-0.04	0.13	2005, 2007, 2009, 2011
CTH	ENST00000411986.2	cystathionase (cystathionine gamma-lyase) 	430	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0051	0.0353	0.1878	-0.04	-0.21	0.71	2011
OPA1	ENST00000392438.3	optic atrophy 1 (autosomal dominant) 	962	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	0.0082	0.0577	0.3203	-0.04	-0.12	0.19	2011
NAV2	ENST00000360655.4	neuron navigator 2 	337	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0229	0.1628	0.9568	-0.04	-0.04	0.57	2007, 2009, 2011
KIAA1549L	ENST00000321505.4	KIAA1549-like 	117	1	0	1	0	2	1	1	0	2	hsa-miR-128-3p	0.0158	0.1131	0.6753	-0.04	-0.07	0.37	2009, 2011
PTPN9	ENST00000306726.2	protein tyrosine phosphatase, non-receptor type 9 	644	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0120	0.0649	0.2003	-0.04	-0.27	0.69	2005, 2007, 2009, 2011
URGCP	ENST00000223341.7	upregulator of cell proliferation 	180	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0036	0.0266	0.1849	-0.04	-0.04	0.56	NULL
FAM73B	ENST00000277475.5	family with sequence similarity 73, member B 	651	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	0.0095	0.0691	0.4671	-0.04	-0.04	< 0.1	NULL
C11orf84	ENST00000294244.4	chromosome 11 open reading frame 84 	232	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0052	0.0379	0.2562	-0.04	-0.15	0.59	NULL
TEX2	ENST00000258991.3	testis expressed 2 	127	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0112	0.0791	0.4388	-0.04	-0.04	< 0.1	NULL
GPRIN3	ENST00000609438.1	GPRIN family member 3 	213	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0167	0.1208	0.7818	-0.04	-0.04	0.67	NULL
SUZ12	ENST00000322652.5	SUZ12 polycomb repressive complex 2 subunit 	104	2	0	1	1	0	0	0	0	0	hsa-miR-128-3p	0.0033	0.0235	0.1301	-0.04	-0.24	0.79	2009, 2011
CRP	ENST00000255030.5	C-reactive protein, pentraxin-related 	5	1	1	0	0	1	0	0	1	0	hsa-miR-128-3p	0.0034	0.0248	0.1740	-0.04	-0.19	< 0.1	NULL
SIX1	ENST00000247182.6	SIX homeobox 1 	1264	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0024	0.0172	0.0964	-0.04	-0.15	0.49	NULL
TANC2	ENST00000424789.2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 	155	2	0	2	0	0	0	0	0	0	hsa-miR-128-3p	0.0052	0.0381	0.2491	-0.04	-0.04	0.38	2009, 2011
BACE1	ENST00000313005.6	beta-site APP-cleaving enzyme 1 	486	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0061	0.0444	0.2832	-0.03	-0.07	0.50	2009, 2011
COL27A1	ENST00000356083.3	collagen, type XXVII, alpha 1 	620	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0515	0.2877	0.7722	-0.03	-0.03	0.84	NULL
POTEG	ENST00000409832.3	POTE ankyrin domain family, member G 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0058	0.0413	0.2512	-0.03	-0.03	0.36	NULL
RAI14	ENST00000265109.3	retinoic acid induced 14 	2228	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	0.0028	0.0203	0.1447	-0.03	-0.04	0.35	2009, 2011
ZBTB14	ENST00000357006.4	zinc finger and BTB domain containing 14 	459	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0056	0.0403	0.2478	-0.03	-0.44	0.43	NULL
MXI1	ENST00000332674.5	MAX interactor 1, dimerization protein 	278	1	0	1	0	1	0	0	1	1	hsa-miR-128-3p	0.0037	0.0266	0.1716	-0.03	-0.14	0.17	2005, 2007
PDLIM4	ENST00000379018.3	PDZ and LIM domain 4 	417	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0043	0.0310	0.1990	-0.03	-0.08	< 0.1	NULL
NR1D2	ENST00000312521.4	nuclear receptor subfamily 1, group D, member 2 	154	1	0	0	1	0	0	0	0	3	hsa-miR-128-3p	0.0037	0.0269	0.1789	-0.03	-0.07	0.52	2011
UNC80	ENST00000439458.1	unc-80 homolog (C. elegans) 	5	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0357	0.2377	1.1142	-0.03	-0.03	0.63	2011
POTEM	ENST00000551509.1	POTE ankyrin domain family, member M 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0057	0.0407	0.2480	-0.03	-0.03	0.34	NULL
STK38L	ENST00000389032.3	serine/threonine kinase 38 like 	705	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0069	0.0488	0.2807	-0.03	-0.04	0.11	2009, 2011
PPP1R9A	ENST00000289495.5	protein phosphatase 1, regulatory subunit 9A 	46	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0112	0.0815	0.5330	-0.03	-0.05	0.26	2009, 2011
LRP6	ENST00000261349.4	low density lipoprotein receptor-related protein 6 	157	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0563	0.3112	0.8729	-0.03	-0.03	0.67	2009, 2011
ZFHX3	ENST00000268489.5	zinc finger homeobox 3 	57	2	1	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0496	0.2873	0.9643	-0.03	-0.04	0.92	2007, 2009, 2011
SLC8A1	ENST00000406785.2	solute carrier family 8 (sodium/calcium exchanger), member 1 	61	1	0	1	0	3	1	1	1	2	hsa-miR-128-3p	0.0161	0.1155	0.7408	-0.03	-0.27	0.92	2007
PITPNM2	ENST00000280562.5	phosphatidylinositol transfer protein, membrane-associated 2 	66	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0234	0.1504	0.5717	-0.03	-0.03	0.87	2007, 2009, 2011
SFRP1	ENST00000220772.3	secreted frizzled-related protein 1 	148	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0036	0.0241	0.1108	-0.03	-0.17	0.77	2007, 2009, 2011
SEMA7A	ENST00000261918.4	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group) 	65	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0051	0.0366	0.2313	-0.03	-0.16	0.69	2011
SFPQ	ENST00000357214.5	splicing factor proline/glutamine-rich 	4735	1	0	0	1	0	0	0	0	3	hsa-miR-128-3p	0.0017	0.0123	0.0842	-0.03	-0.04	0.60	NULL
GOLGA6L4	ENST00000510439.2	golgin A6 family-like 4 	5	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0146	0.1042	0.6272	-0.03	-0.03	0.41	NULL
NUP210	ENST00000254508.5	nucleoporin 210kDa 	246	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0203	0.1372	0.6435	-0.03	-0.03	0.40	2009, 2011
KCNK12	ENST00000327876.4	potassium channel, subfamily K, member 12 	5	1	1	0	0	0	0	0	0	3	hsa-miR-128-3p	0.0124	0.0899	0.5891	-0.03	-0.03	0.18	NULL
PLCE1	ENST00000371380.3	phospholipase C, epsilon 1 	7	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0224	0.1558	0.8368	-0.03	-0.03	< 0.1	NULL
ZNF827	ENST00000379448.4	zinc finger protein 827 	17	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0112	0.0791	0.4346	-0.03	-0.03	< 0.1	2005, 2007, 2009, 2011
DST	ENST00000312431.6	dystonin 	439	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	0.0166	0.1213	0.8330	-0.03	-0.03	< 0.1	NULL
ACOT11	ENST00000343744.2	acyl-CoA thioesterase 11 	36	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0121	0.0849	0.4690	-0.03	-0.03	< 0.1	2007
ST8SIA4	ENST00000231461.5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 	5	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0110	0.0795	0.5073	-0.03	-0.03	< 0.1	NULL
GFPT1	ENST00000357308.4	glutamine--fructose-6-phosphate transaminase 1 	1313	1	0	0	1	2	0	2	0	0	hsa-miR-128-3p	0.0098	0.0702	0.4398	-0.03	-0.14	0.73	2011
PTCHD1	ENST00000379361.4	patched domain containing 1 	59	1	0	0	1	1	0	0	1	4	hsa-miR-128-3p	0.0120	0.0867	0.5671	-0.03	-0.10	0.64	NULL
KCTD16	ENST00000507359.3	potassium channel tetramerization domain containing 16 	36	1	0	0	1	1	1	0	0	1	hsa-miR-128-3p	0.0088	0.0599	0.3029	-0.03	-0.17	0.75	NULL
FAM192A	ENST00000309137.8	family with sequence similarity 192, member A 	502	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0038	0.0267	0.1546	-0.03	-0.15	0.35	2011
MBD5	ENST00000407073.1	methyl-CpG binding domain protein 5 	7	2	0	1	1	0	0	0	0	0	hsa-miR-128-3p	0.0066	0.0468	0.2753	-0.03	-0.13	0.72	NULL
FAXC	ENST00000389677.5	failed axon connections homolog (Drosophila) 	95	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	0.0097	0.0701	0.4486	-0.03	-0.04	0.42	2009, 2011
SPATA2	ENST00000289431.5	spermatogenesis associated 2 	358	1	1	0	0	1	0	1	0	0	hsa-miR-128-3p	0.0069	0.0419	0.1485	-0.03	-0.20	0.53	2005, 2007, 2009, 2011
ASAP1	ENST00000357668.1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 	185	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0085	0.0611	0.3742	-0.03	-0.03	< 0.1	2011
NCAM1	ENST00000316851.7	neural cell adhesion molecule 1 	19	2	0	1	1	0	0	0	0	0	hsa-miR-128-3p	0.0051	0.0365	0.2215	-0.03	-0.11	0.79	2007, 2009, 2011
TAS2R5	ENST00000247883.4	taste receptor, type 2, member 5 	16	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0051	0.0360	0.2011	-0.03	-0.08	< 0.1	NULL
DDI2	ENST00000480945.1	DNA-damage inducible 1 homolog 2 (S. cerevisiae) 	357	1	0	1	0	2	1	0	1	2	hsa-miR-128-3p	0.0076	0.0541	0.3347	-0.03	-0.24	0.74	NULL
PLXND1	ENST00000393239.1	plexin D1 	211	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0057	0.0412	0.2641	-0.03	-0.05	< 0.1	2007, 2009, 2011
TERF2	ENST00000254942.3	telomeric repeat binding factor 2 	709	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0036	0.0265	0.1840	-0.03	-0.05	0.11	NULL
TMED5	ENST00000479918.1	transmembrane emp24 protein transport domain containing 5 	612	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0028	0.0197	0.1168	-0.03	-0.20	0.74	2005, 2007, 2009, 2011
AGO2	ENST00000220592.5	argonaute RISC catalytic component 2 	350	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0071	0.0518	0.3451	-0.03	-0.51	0.78	2005, 2007, 2011
TXLNG	ENST00000380122.5	taxilin gamma 	96	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0034	0.0235	0.1273	-0.03	-0.23	0.77	2011
RCOR3	ENST00000367006.4	REST corepressor 3 	374	1	1	0	0	1	0	1	0	1	hsa-miR-128-3p	0.0031	0.0211	0.1044	-0.03	-0.42	< 0.1	2009, 2011
FUBP1	ENST00000370767.1	far upstream element (FUSE) binding protein 1 	2021	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0054	0.0387	0.2426	-0.03	-0.07	0.65	NULL
ATP11B	ENST00000323116.5	ATPase, class VI, type 11B 	459	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0032	0.0227	0.1442	-0.02	-0.10	0.49	2009, 2011
CPD	ENST00000225719.4	carboxypeptidase D 	1766	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0088	0.0630	0.3877	-0.02	-0.04	0.68	2005, 2007, 2009, 2011
TGFBR3	ENST00000212355.4	transforming growth factor, beta receptor III 	245	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0111	0.0782	0.4364	-0.02	-0.02	0.78	2011
TRERF1	ENST00000541110.1	transcriptional regulating factor 1 	52	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0128	0.0904	0.5076	-0.02	-0.02	0.56	2011
UBXN7	ENST00000296328.4	UBX domain protein 7 	95	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0050	0.0363	0.2302	-0.02	-0.09	0.84	NULL
MAGI3	ENST00000307546.9	membrane associated guanylate kinase, WW and PDZ domain containing 3 	70	1	0	0	1	2	0	1	1	0	hsa-miR-128-3p	0.0053	0.0387	0.2487	-0.02	-0.08	0.84	NULL
KLHL18	ENST00000232766.5	kelch-like family member 18 	74	1	0	1	0	1	0	1	0	2	hsa-miR-128-3p	0.0093	0.0673	0.4222	-0.02	-0.04	0.15	2009, 2011
PLAGL2	ENST00000246229.4	pleiomorphic adenoma gene-like 2 	254	1	1	0	0	2	0	2	0	0	hsa-miR-128-3p	0.0071	0.0459	0.2163	-0.02	-0.20	0.40	2005, 2007, 2009, 2011
EPB41L1	ENST00000441639.1	erythrocyte membrane protein band 4.1-like 1 	369	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0053	0.0383	0.2469	-0.02	-0.09	0.66	2005, 2007, 2011
WDFY2	ENST00000298125.5	WD repeat and FYVE domain containing 2 	85	2	0	1	1	1	0	1	0	3	hsa-miR-128-3p	0.0072	0.0515	0.3066	-0.02	-0.15	0.75	NULL
CDS2	ENST00000460006.1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 	782	1	0	0	1	2	1	0	1	4	hsa-miR-128-3p	0.0058	0.0421	0.2755	-0.02	-0.23	0.68	2011
PTCHD4	ENST00000339488.4	patched domain containing 4 	19	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0211	0.1247	0.4366	-0.02	-0.06	0.27	NULL
SLC22A23	ENST00000436008.2	solute carrier family 22, member 23 	353	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0087	0.0591	0.3374	-0.02	-0.33	0.83	2011
SHH	ENST00000297261.2	sonic hedgehog 	32	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0024	0.0172	0.0951	-0.02	-0.07	0.67	NULL
LIFR	ENST00000263409.4	leukemia inhibitory factor receptor alpha 	44	1	0	0	1	1	0	0	1	2	hsa-miR-128-3p	0.0089	0.0634	0.3906	-0.02	-0.08	0.78	2007, 2009, 2011
CNTN2	ENST00000331830.4	contactin 2 (axonal) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0056	0.0403	0.2608	-0.02	-0.02	0.53	2009, 2011
ARID4B	ENST00000349213.3	AT rich interactive domain 4B (RBP1-like) 	940	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0077	0.0564	0.3807	-0.02	-0.02	0.31	2005, 2007
SH3PXD2A	ENST00000369774.4	SH3 and PX domains 2A 	152	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	0.0112	0.0809	0.5156	-0.02	-0.02	0.19	NULL
SPRY3	ENST00000302805.2	sprouty homolog 3 (Drosophila) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0092	0.0665	0.4402	-0.02	-0.02	0.18	2011
ONECUT3	ENST00000382349.4	one cut homeobox 3 	5	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	0.0072	0.0514	0.3171	-0.02	-0.02	0.16	NULL
ZNF185	ENST00000535861.1	zinc finger protein 185 (LIM domain) 	106	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0066	0.0481	0.3199	-0.02	-0.02	0.13	NULL
DUSP13	ENST00000372702.3	dual specificity phosphatase 13 	5	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0027	0.0198	0.1408	-0.02	-0.02	< 0.1	NULL
ATP9A	ENST00000311637.5	ATPase, class II, type 9A 	1511	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0072	0.0526	0.3467	-0.02	-0.02	0.26	2009, 2011
RXRA	ENST00000481739.1	retinoid X receptor, alpha 	609	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0032	0.0226	0.1233	-0.02	-0.06	0.78	2007, 2009, 2011
CDON	ENST00000392693.3	cell adhesion associated, oncogene regulated 	173	1	1	0	0	1	0	1	0	4	hsa-miR-128-3p	0.0140	0.1021	0.6881	-0.02	-0.05	0.72	NULL
SLC9A7	ENST00000328306.4	solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7 	147	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0055	0.0387	0.2318	-0.02	-0.10	0.72	NULL
FOSL2	ENST00000379619.1	FOS-like antigen 2 	2255	1	0	1	0	2	2	0	0	2	hsa-miR-128-3p	0.0046	0.0335	0.2312	-0.02	-0.08	0.23	NULL
ZBTB3	ENST00000394807.3	zinc finger and BTB domain containing 3 	96	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0043	0.0301	0.1661	-0.02	-0.06	< 0.1	NULL
FOXN3	ENST00000345097.4	forkhead box N3 	42	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0046	0.0316	0.1687	-0.02	-0.15	0.75	2009, 2011
TMEM248	ENST00000341567.4	transmembrane protein 248 	3207	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0061	0.0445	0.3106	-0.02	-0.02	0.13	2007, 2009, 2011
SLITRK3	ENST00000475390.1	SLIT and NTRK-like family, member 3 	5	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0035	0.0254	0.1765	-0.02	-0.17	0.84	NULL
ALG9	ENST00000531154.1	ALG9, alpha-1,2-mannosyltransferase 	586	2	1	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0029	0.0195	0.1093	-0.02	-0.37	0.77	2007, 2009, 2011
PCDH1	ENST00000503492.1	protocadherin 1 	30	1	0	1	0	0	0	0	0	3	hsa-miR-128-3p	0.0072	0.0522	0.3485	-0.02	-0.02	0.20	NULL
P2RY2	ENST00000311131.2	purinergic receptor P2Y, G-protein coupled, 2 	66	1	1	0	0	2	0	1	1	1	hsa-miR-128-3p	0.0129	0.0836	0.3647	-0.02	-0.06	0.58	NULL
CA12	ENST00000178638.3	carbonic anhydrase XII 	42	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0085	0.0611	0.3763	-0.02	-0.04	0.56	2005, 2007, 2009, 2011
ZBTB20	ENST00000462705.1	zinc finger and BTB domain containing 20 	5	4	1	0	3	0	0	0	0	5	hsa-miR-128-3p	0.0017	0.0123	0.0843	-0.02	-0.77	> 0.99	NULL
ILDR2	ENST00000469934.2	immunoglobulin-like domain containing receptor 2 	7	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0065	0.0468	0.2973	-0.01	-0.05	0.33	2011
PGP	ENST00000333503.7	phosphoglycolate phosphatase 	153	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0021	0.0154	0.1039	-0.01	-0.03	0.22	NULL
TMBIM6	ENST00000423828.1	transmembrane BAX inhibitor motif containing 6 	4043	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0019	0.0130	0.0712	-0.01	-0.31	0.77	2009, 2011
NAPEPLD	ENST00000417955.1	N-acyl phosphatidylethanolamine phospholipase D 	13	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0033	0.0236	0.1539	-0.01	-0.03	0.19	2009
BZW1	ENST00000409600.1	basic leucine zipper and W2 domains 1 	470	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0030	0.0217	0.1434	-0.01	-0.17	0.57	NULL
NEBL	ENST00000377122.4	nebulette 	181	1	1	0	0	1	0	0	1	1	hsa-miR-128-3p	0.0080	0.0553	0.3448	-0.01	-0.16	0.88	2011
IGF1	ENST00000337514.6	insulin-like growth factor 1 (somatomedin C) 	19	1	0	1	0	1	0	0	1	1	hsa-miR-128-3p	0.0036	0.0256	0.1496	-0.01	-0.14	0.11	2009, 2011
SMAD2	ENST00000262160.6	SMAD family member 2 	1196	2	2	0	0	0	0	0	0	4	hsa-miR-128-3p	0.0057	0.0390	0.1930	-0.01	-0.17	0.92	2007, 2009, 2011
RBP2	ENST00000232217.2	retinol binding protein 2, cellular 	46	1	0	1	0	1	1	0	0	1	hsa-miR-128-3p	0.0027	0.0184	0.0925	-0.01	-0.14	0.23	NULL
HTT	ENST00000355072.5	huntingtin 	731	1	1	0	0	2	0	1	1	0	hsa-miR-128-3p	0.0069	0.0496	0.3262	-0.01	-0.08	0.26	2009, 2011
RAD51D	ENST00000345365.6	RAD51 paralog D 	73	1	0	1	0	2	0	2	0	0	hsa-miR-128-3p	0.0020	0.0148	0.0981	-0.01	-0.09	0.17	NULL
AP5M1	ENST00000261558.3	adaptor-related protein complex 5, mu 1 subunit 	198	1	1	0	0	1	0	1	0	2	hsa-miR-128-3p	0.0093	0.0643	0.3399	-0.01	-0.06	0.65	NULL
KAT6A	ENST00000265713.2	K(lysine) acetyltransferase 6A 	21	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0068	0.0499	0.3388	-0.01	-0.02	0.13	NULL
PPARGC1A	ENST00000264867.2	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha 	19	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0075	0.0544	0.3709	-0.01	-0.02	0.19	NULL
SLC30A7	ENST00000370112.4	solute carrier family 30 (zinc transporter), member 7 	204	1	0	0	1	0	0	0	0	4	hsa-miR-128-3p	0.0034	0.0238	0.1433	-0.01	-0.08	0.65	2011
KCNMB4	ENST00000258111.4	potassium large conductance calcium-activated channel, subfamily M, beta member 4 	486	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0013	0.0084	0.0420	-0.01	-0.30	0.64	NULL
POU3F3	ENST00000361360.2	POU class 3 homeobox 3 	461	1	0	1	0	1	0	0	1	1	hsa-miR-128-3p	0.0039	0.0280	0.1776	-0.01	-0.17	0.16	NULL
POFUT1	ENST00000375749.3	protein O-fucosyltransferase 1 	647	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0049	0.0362	0.2508	-0.01	-0.02	0.27	2011
VCAN	ENST00000265077.3	versican 	542	1	0	1	0	1	1	0	0	0	hsa-miR-128-3p	0.0095	0.0691	0.4720	-0.01	-0.09	0.25	NULL
ANKFY1	ENST00000341657.4	ankyrin repeat and FYVE domain containing 1 	969	1	0	0	1	3	1	2	0	2	hsa-miR-128-3p	0.0048	0.0354	0.2500	-0.01	-0.08	0.50	NULL
MDGA1	ENST00000297153.7	MAM domain containing glycosylphosphatidylinositol anchor 1 	240	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0093	0.0683	0.4759	-0.01	-0.01	0.65	2009, 2011
DCAF17	ENST00000375255.3	DDB1 and CUL4 associated factor 17 	49	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0028	0.0193	0.1053	-0.01	-0.09	< 0.1	2009, 2011
TTC28	ENST00000397906.2	tetratricopeptide repeat domain 28 	227	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0048	0.0351	0.2332	-0.01	-0.04	0.51	2011
HSD17B8	ENST00000374662.3	hydroxysteroid (17-beta) dehydrogenase 8 	51	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0006	0.0039	0.0187	-0.01	-0.22	0.21	NULL
FADS1	ENST00000350997.7	fatty acid desaturase 1 	1170	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0014	0.0104	0.0678	-0.01	-0.04	0.29	2005, 2007, 2009, 2011
KCMF1	ENST00000409785.4	potassium channel modulatory factor 1 	1285	1	0	0	1	0	0	0	0	3	hsa-miR-128-3p	0.0013	0.0095	0.0543	-0.01	-0.12	0.79	2009, 2011
HDAC4	ENST00000345617.3	histone deacetylase 4 	48	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	0.0057	0.0409	0.2487	-0.01	-0.02	0.30	2009, 2011
IPMK	ENST00000373935.3	inositol polyphosphate multikinase 	196	1	0	0	1	2	0	1	1	1	hsa-miR-128-3p	0.0041	0.0292	0.1788	-0.01	-0.13	0.53	2011
